personName;finalWorth;country;source;category;selfMade;rank;age;gender;title;
Daniel Och;3700.00.00;United States;Hedge funds;Finance & Investments;TRUE;766;62.00.00;M;Founder;
Horst Paulmann & family;3700.00.00;Chile;Retail;Fashion & Retail;TRUE;766;88.00.00;M;;
Anthony Pritzker;3700.00.00;United States;Hotels, investments;Service;FALSE;766;62.00.00;M;;
John Sall;3700.00.00;United States;Software;Technology;TRUE;766;75.00.00;M;Co-Founder, Executive Vice President;
Howard Schultz;3700.00.00;United States;Starbucks;Food & Beverage;TRUE;766;69.00.00;M;;
Richard Schulze;3700.00.00;United States;Best Buy;Fashion & Retail;TRUE;766;82.00.00;M;Chairman;
Yitzhak Tshuva;3700.00.00;Israel;Real estate;Real Estate;TRUE;766;74.00.00;M;;
Wang Yanqing & family;3700.00.00;China;Electrical equipment;Manufacturing;TRUE;766;56.00.00;M;;
Rajiv Bajaj;3600.00.00;India;Diversified;Diversified;FALSE;787;56.00.00;M;;
Sanjiv Bajaj;3600.00.00;India;Diversified;Diversified;FALSE;787;53.00.00;M;;
Leonid Boguslavsky;3600.00.00;Italy;Venture capital;Finance & Investments;TRUE;787;71.00.00;M;;
Jim Coulter;3600.00.00;United States;Private equity;Finance & Investments;TRUE;787;63.00.00;M;;
Nicolas D'Ieteren;3600.00.00;Switzerland;Auto parts, distribution;Automotive;FALSE;787;47.00.00;M;;
Beatriz Davila de Santo Domingo;3600.00.00;Bermuda;Beer;Food & Beverage;FALSE;787;84.00.00;F;;
Bob Gaglardi;3600.00.00;Canada;Hotels;Real Estate;TRUE;787;82.00.00;M;;
Jaime Gilinski Bacal;3600.00.00;United Kingdom;Banking;Finance & Investments;FALSE;787;65.00.00;M;Investor;
Pansy Ho;3600.00.00;Hong Kong;Casinos;Gambling & Casinos;FALSE;787;60.00.00;F;;
Alan Howard;3600.00.00;Switzerland;Hedge funds;Finance & Investments;TRUE;787;59.00.00;M;Founder;
Huang Yi;3600.00.00;China;Car dealerships;Automotive;TRUE;787;61.00.00;M;;
Peter Kellogg;3600.00.00;United States;Investments;Finance & Investments;FALSE;787;80.00.00;M;;
Vyacheslav Kim;3600.00.00;Kazakhstan;Fintech;Finance & Investments;TRUE;787;53.00.00;M;;
Josh Kushner;3600.00.00;United States;Venture capital;Finance & Investments;TRUE;787;37.00.00;M;Managing Partner;
Samuel Tak Lee;3600.00.00;Hong Kong;Real estate;Real Estate;FALSE;787;83.00.00;M;;
Edwin Leong;3600.00.00;Hong Kong;Real estate;Real Estate;TRUE;787;71.00.00;M;;
Stephen Mandel; Jr.;3600.00.00;United States;Hedge funds;Finance & Investments;TRUE;787;67.00.00;M;Founder
Mohamed Mansour;3600.00.00;United Kingdom;Diversified;Diversified;TRUE;787;75.00.00;M;;
Masahiro Miki;3600.00.00;Japan;Shoes;Fashion & Retail;TRUE;787;67.00.00;M;;
Masahiro Noda;3600.00.00;Japan;Software;Technology;TRUE;787;84.00.00;M;;
Cliff Obrecht;3600.00.00;Australia;Software;Technology;TRUE;787;37.00.00;M;;
Melanie Perkins;3600.00.00;Australia;Software;Technology;TRUE;787;35.00.00;F;Cofounder & CEO;
J.B. Pritzker;3600.00.00;United States;Hotels, investments;Finance & Investments;FALSE;787;58.00.00;M;;
Juan Roig;3600.00.00;Spain;Supermarkets;Fashion & Retail;FALSE;787;73.00.00;M;;
Jerry Speyer & family;3600.00.00;United States;Real estate;Real Estate;TRUE;787;82.00.00;M;;
Lawrence Stroll;3600.00.00;Switzerland;Fashion investments;Fashion & Retail;TRUE;787;63.00.00;M;;
Tung Chee Chen;3600.00.00;Hong Kong;Shipping;Logistics;FALSE;787;80.00.00;M;;
Wang Junlin & family;3600.00.00;China;Liquor;Food & Beverage;TRUE;787;60.00.00;M;;
Xia Zuoquan;3600.00.00;China;Automobiles, batteries;Automotive;TRUE;787;61.00.00;M;;
Zeng Fangqin;3600.00.00;China;Smartphone components;Technology;TRUE;787;57.00.00;F;;
Zhang Jian;3600.00.00;China;Electric bikes, scooters;Manufacturing;TRUE;787;54.00.00;M;;
Rocco Basilico;3500.00.00;United States;Eyeglasses;Fashion & Retail;FALSE;818;33.00.00;M;;
Maurizio Billi;3500.00.00;Brazil;Generic drugs;Healthcare;FALSE;818;65.00.00;M;;
Fashu Chen;3500.00.00;China;Investments;Finance & Investments;TRUE;818;62.00.00;M;;
Giuseppe Crippa & family;3500.00.00;Italy;Microchip testing;Manufacturing;TRUE;818;87.00.00;M;;
Daniel D'Aniello;3500.00.00;United States;Private equity;Finance & Investments;TRUE;818;76.00.00;M;;
Claudio Del Vecchio;3500.00.00;United States;Eyeglasses;Fashion & Retail;FALSE;818;66.00.00;M;;
Clemente Del Vecchio;3500.00.00;Italy;Eyeglases;Fashion & Retail;FALSE;818;18.00;M;;
Leonardo Maria Del Vecchio;3500.00.00;Italy;Eyeglasses;Fashion & Retail;FALSE;818;27.00.00;M;;
Luca Del Vecchio;3500.00.00;Italy;Eyeglasses;Fashion & Retail;FALSE;818;21.00;M;;
Marisa Del Vecchio;3500.00.00;Italy;Eyeglasses;Fashion & Retail;FALSE;818;64.00.00;F;;
Paola Del Vecchio;3500.00.00;Luxembourg;Eyeglasses;Fashion & Retail;FALSE;818;61.00.00;F;;
Walter P.J. Droege;3500.00.00;Germany;Investing;Finance & Investments;TRUE;818;70.00.00;M;;
Fan Daidi;3500.00.00;China;Skincare;Fashion & Retail;TRUE;818;57.00.00;F;;
Peter Gassner;3500.00.00;United States;Software;Technology;TRUE;818;58.00.00;M;;
Mikhail Gutseriev;3500.00.00;Russia;Oil, coal, real estate;Energy;TRUE;818;65.00.00;M;;
Patrick Lee;3500.00.00;Hong Kong;Paper;Manufacturing;TRUE;818;81.00.00;M;;
Leng Youbin;3500.00.00;China;Infant formula;Food & Beverage;TRUE;818;54.00.00;M;;
Daniel Loeb;3500.00.00;United States;Hedge funds;Finance & Investments;TRUE;818;61.00.00;M;Investor;
Margarita Louis-Dreyfus & family;3500.00.00;Switzerland;Commodities;Food & Beverage;FALSE;818;60.00.00;F;President;
Prasert Prasarttong-Osoth;3500.00.00;Thailand;Hospitals;Healthcare;TRUE;818;90.00.00;M;;
Ira Rennert;3500.00.00;United States;Investments;Finance & Investments;TRUE;818;88.00.00;M;;
Dirk Rossmann & family;3500.00.00;Germany;Drugstores;Fashion & Retail;TRUE;818;76.00.00;M;;
Arkady Rotenberg;3500.00.00;Russia;Construction, pipes, banking;Construction & Engineering;TRUE;818;71.00.00;M;;
Remo Ruffini;3500.00.00;Italy;Winter jackets;Fashion & Retail;TRUE;818;61.00.00;M;;
Karin Sartorius-Herbst;3500.00.00;Germany;Biopharmaceuticals;Healthcare;FALSE;818;;F;;
Vivek Chaand Sehgal;3500.00.00;India;Auto parts;Automotive;TRUE;818;66.00.00;M;;
Scott Shleifer;3500.00.00;United States;Private equity;Finance & Investments;TRUE;818;45.00.00;M;Investor;
Thomas Siebel;3500.00.00;United States;Business software;Technology;TRUE;818;70.00.00;M;;
Wim van der Leegte & family;3500.00.00;Netherlands;Manufacturing;Manufacturing;FALSE;818;75.00.00;M;;
Xiao Yongming & family;3500.00.00;China;Fertilizer;Diversified;TRUE;818;58.00.00;M;;
Michael Xie;3500.00.00;United States;Cybersecurity;Technology;TRUE;818;54.00.00;M;;
Yang Shaopeng;3500.00.00;China;Shipping;Logistics;TRUE;818;65.00.00;M;;
Nicoletta Zampillo;3500.00.00;Monaco;Eyeglasses;Fashion & Retail;FALSE;818;65.00.00;F;;
Barry Zekelman;3500.00.00;Canada;Steel;Manufacturing;FALSE;818;56.00.00;M;;
William Ackman;3400.00.00;United States;Hedge funds;Finance & Investments;TRUE;852;56.00.00;M;Founder, CEO;
Somphote Ahunai;3400.00.00;Thailand;Renewable energy;Energy;TRUE;852;55.00.00;M;;
Igor Altushkin;3400.00.00;Russia;Metals;Metals & Mining;TRUE;852;52.00.00;M;;
Ramon Ang;3400.00.00;Philippines;Diversified;Food & Beverage;TRUE;852;69.00.00;M;;
Acharya Balkrishna;3400.00.00;India;Consumer goods;Food & Beverage;TRUE;852;50.00.00;M;;
Markus Blocher;3400.00.00;Switzerland;Chemicals;Manufacturing;FALSE;852;52.00.00;M;;
Richard Branson;3400.00.00;British Virgin Islands;Virgin;Diversified;TRUE;852;72.00.00;M;;
Cho Jung-ho;3400.00.00;South Korea;Finance;Finance & Investments;FALSE;852;64.00.00;M;;
Alessandra Garavoglia;3400.00.00;Italy;Spirits;Food & Beverage;FALSE;852;63.00.00;F;;
Laurence Graff & family;3400.00.00;Switzerland;Diamond jewelry;Fashion & Retail;TRUE;852;84.00.00;M;;
Amos Hostetter; Jr.;3400.00.00;United States;Cable television;Media & Entertainment;TRUE;852;86.00.00;M;Chair
Robert Johnson;3400.00.00;United States;Johnson & Johnson, sports;Sports;FALSE;852;75.00.00;M;;
Steven Klinsky;3400.00.00;United States;Investments;Finance & Investments;TRUE;852;66.00.00;M;Founder & CEO;
William Lauder;3400.00.00;United States;Estee Lauder;Fashion & Retail;FALSE;852;62.00.00;M;;
John Middleton;3400.00.00;United States;Tobacco;Food & Beverage;FALSE;852;68.00.00;M;;
Hiroshi Mikitani;3400.00.00;Japan;Online retail;Fashion & Retail;TRUE;852;58.00.00;M;;
Bob Parsons;3400.00.00;United States;Web hosting;Technology;TRUE;852;72.00.00;M;;
J. Joe Ricketts & family;3400.00.00;United States;TD Ameritrade;Finance & Investments;TRUE;852;81.00.00;M;;
Herb Simon;3400.00.00;United States;Real estate;Real Estate;TRUE;852;88.00.00;M;Chairman Emeritus of the Board of Simon Property Group, Inc.;
Leena Tewari;3400.00.00;India;Pharmaceuticals;Healthcare;FALSE;852;65.00.00;F;;
Stefan von Holtzbrinck;3400.00.00;Germany;Publishing;Media & Entertainment;FALSE;852;59.00.00;M;;
Hans Peter Wild;3400.00.00;Switzerland;Flavorings;Food & Beverage;FALSE;852;81.00.00;M;;
Wu Guanjiang & family;3400.00.00;China;Pharmaceuticals;Healthcare;TRUE;852;54.00.00;M;;
Yi Zheng;3400.00.00;China;Software;Technology;TRUE;852;52.00.00;M;;
Eric Yuan & family;3400.00.00;United States;Zoom Video Communications;Technology;TRUE;852;53.00.00;M;Founder and CEO;
Charles Zegar;3400.00.00;United States;Bloomberg LP;Media & Entertainment;TRUE;852;75.00.00;M;;
Mohed Altrad;3300.00.00;France;Scaffolding, cement mixers;Construction & Engineering;TRUE;878;75.00.00;M;;
John Arnold;3300.00.00;United States;Hedge funds;Finance & Investments;TRUE;878;49.00.00;M;Founder;
Bill Austin;3300.00.00;United States;Hearing aids;Manufacturing;TRUE;878;81.00.00;M;;
Chen Shibin;3300.00.00;China;Quartz products;Manufacturing;TRUE;878;56.00.00;M;;
Bennett Dorrance;3300.00.00;United States;Campbell Soup;Food & Beverage;FALSE;878;77.00.00;M;;
Walter Faria;3300.00.00;Brazil;Beer;Food & Beverage;TRUE;878;68.00.00;M;;
Walter Frey;3300.00.00;Switzerland;Car dealerships;Automotive;FALSE;878;79.00.00;M;;
Fu Liquan & family;3300.00.00;China;Surveillance equipment;Technology;TRUE;878;55.00.00;M;;
John Gandel;3300.00.00;Australia;Shopping malls;Real Estate;FALSE;878;88.00.00;M;;
Peter Gilgan;3300.00.00;Canada;Homebuilding;Construction & Engineering;TRUE;878;72.00.00;M;Founder, CEO and Chairman;
Kwek Leng Beng;3300.00.00;Singapore;Diversified;Diversified;FALSE;878;82.00.00;M;;
Pablo Legorreta;3300.00.00;United States;Investments;Finance & Investments;TRUE;878;59.00.00;M;;
Arnon Milchan;3300.00.00;Israel;Movie making;Media & Entertainment;TRUE;878;78.00.00;M;;
Akio Nitori;3300.00.00;Japan;Home furnishings;Fashion & Retail;TRUE;878;79.00.00;M;;
Julio Ponce Lerou;3300.00.00;Chile;Fertilizer;Metals & Mining;TRUE;878;77.00.00;M;;
Rodger Riney & family;3300.00.00;United States;Discount brokerage;Finance & Investments;TRUE;878;77.00.00;M;Cofounder;
Phil Ruffin;3300.00.00;United States;Casinos, real estate;Diversified;TRUE;878;88.00.00;M;;
Naguib Sawiris;3300.00.00;Egypt;Telecom;Telecom;FALSE;878;68.00.00;M;;
Shen Neil;3300.00.00;China;Venture capital;Finance & Investments;TRUE;878;55.00.00;M;Investor;
Gil Shwed;3300.00.00;Israel;Software;Technology;TRUE;878;54.00.00;M;;
Stephen Smith;3300.00.00;Canada;Finance and investments;Finance & Investments;TRUE;878;71.00.00;M;;
Nik Storonsky;3300.00.00;United Kingdom;Fintech;Finance & Investments;TRUE;878;38.00.00;M;;
Jeffrey Talpins;3300.00.00;United States;Hedge fund;Finance & Investments;TRUE;878;48.00.00;M;Founder;
Carl Thoma;3300.00.00;United States;Investments;Finance & Investments;TRUE;878;74.00.00;M;Investor;
Todd Wanek;3300.00.00;United States;Furniture;Manufacturing;FALSE;878;59.00.00;M;;
Xue Hua;3300.00.00;China;Agribusiness;Manufacturing;TRUE;878;53.00.00;M;;
Takao Yasuda;3300.00.00;Singapore;Retail;Fashion & Retail;TRUE;878;73.00.00;M;;
Karen Virginia Beckmann Legoretta;3200.00.00;;Tequila;Food & Beverage;FALSE;905;53.00.00;F;;
Giuliana Benetton;3200.00.00;Italy;Fashion retail, investments;Fashion & Retail;TRUE;905;85.00.00;F;;
Luciano Benetton;3200.00.00;Italy;Fashion retail, investments;Fashion & Retail;TRUE;905;87.00.00;M;;
Arun Bharat Ram;3200.00.00;India;Chemicals;Manufacturing;FALSE;905;82.00.00;M;;
Ron Burkle;3200.00.00;United Kingdom;Supermarkets, investments;Finance & Investments;TRUE;905;70.00.00;M;Investor;
Chen Kaixuan;3200.00.00;China;Household chemicals;Manufacturing;TRUE;905;64.00.00;M;;
Brunello Cucinelli & family;3200.00.00;Italy;Fashion;Fashion & Retail;TRUE;905;69.00.00;M;;
Antonio Del Valle Ruiz & family;3200.00.00;Mexico;Chemicals;Manufacturing;TRUE;905;84.00.00;M;;
Gustavo Denegri & family;3200.00.00;Italy;Biotech;Healthcare;TRUE;905;86.00.00;M;;
Dong Jinggui;3200.00.00;China;Electric scooters;Automotive;TRUE;905;53.00.00;M;;
Charles Ergen;3200.00.00;United States;Satellite TV;Media & Entertainment;TRUE;905;70.00.00;M;Founder and Chairman;
David Filo;3200.00.00;United States;Yahoo;Technology;TRUE;905;56.00.00;M;Chief Yahoo;
Lindsay Fox;3200.00.00;Australia;Logistics, real estate;Logistics;TRUE;905;85.00.00;M;;
Sergei Galitsky;3200.00.00;Russia;Retail;Fashion & Retail;TRUE;905;55.00.00;M;;
Senapathy Gopalakrishnan;3200.00.00;India;Software services;Technology;TRUE;905;67.00.00;M;;
Luciano Hang;3200.00.00;Brazil;Department stores;Fashion & Retail;TRUE;905;60.00.00;M;;
Michael Hintze;3200.00.00;United Kingdom;Investment;Finance & Investments;TRUE;905;69.00.00;M;Founder;
Hu Baifan;3200.00.00;China;Pharmaceuticals;Healthcare;TRUE;905;60.00.00;M;;
Hamilton James & family;3200.00.00;United States;Investments;Finance & Investments;TRUE;905;71.00.00;M;;
Lee Boo-jin;3200.00.00;South Korea;Samsung;Technology;FALSE;905;52.00.00;F;;
Li Liangbin;3200.00.00;China;Lithium;Manufacturing;TRUE;905;55.00.00;M;;
Liang Feng;3200.00.00;China;Manufacturing;Manufacturing;TRUE;905;54.00.00;M;;
Samir Mehta;3200.00.00;India;Pharmaceuticals, power;Healthcare;FALSE;905;59.00.00;M;;
Sudhir Mehta;3200.00.00;India;Pharmaceuticals, power;Healthcare;FALSE;905;68.00.00;M;;
Aristotelis Mistakidis;3200.00.00;Switzerland;Mining, commodities;Metals & Mining;TRUE;905;61.00.00;M;;
Geoffrey Palmer;3200.00.00;United States;Real estate;Real Estate;FALSE;905;72.00.00;M;;
Roger Penske;3200.00.00;United States;Cars;Automotive;TRUE;905;86.00.00;M;;
Ravi Pillai;3200.00.00;United Arab Emirates;Construction;Construction & Engineering;TRUE;905;69.00.00;M;;
David Rubenstein;3200.00.00;United States;Private equity;Finance & Investments;TRUE;905;73.00.00;M;Cofounder and Co-executive Chairman;
Hilton Schlosberg;3200.00.00;United States;Energy drinks;Food & Beverage;TRUE;905;70.00.00;M;;
Klaus-Peter Schulenberg;3200.00.00;Germany;Ticketing service;Service;TRUE;905;71.00.00;M;;
Lynn Schusterman & family;3200.00.00;United States;Oil & gas, investments;Energy;FALSE;905;84.00.00;F;;
Isabella Seràgnoli;3200.00.00;Italy;Packaging;Manufacturing;FALSE;905;77.00.00;F;;
Shen Guojun;3200.00.00;China;Retail;Fashion & Retail;TRUE;905;60.00.00;M;;
Warren Stephens;3200.00.00;United States;Investment banking;Finance & Investments;FALSE;905;66.00.00;M;;
Pat Stryker;3200.00.00;United States;Medical equipment;Healthcare;FALSE;905;66.00.00;F;;
Roman Trotsenko;3200.00.00;Russia;Transport, engineering, real estate;Logistics;TRUE;905;52.00.00;M;;
Harald Tschira;3200.00.00;Germany;Software;Technology;FALSE;905;48.00.00;M;;
Udo Tschira;3200.00.00;Germany;Software;Technology;FALSE;905;53.00.00;M;;
Vincent Viola;3200.00.00;United States;Electronic trading;Finance & Investments;TRUE;905;67.00.00;M;;
Wu Shaoxun;3200.00.00;China;Wine;Food & Beverage;TRUE;905;67.00.00;M;;
Steve Wynn;3200.00.00;United States;Casinos, hotels;Gambling & Casinos;TRUE;905;81.00.00;M;Cofounder;
Jon Yarbrough;3200.00.00;United States;Video games;Gambling & Casinos;TRUE;905;65.00.00;M;;
Zhou Bajin;3200.00.00;China;Auto parts;Manufacturing;TRUE;905;87.00.00;M;;
Cho Tak Wong;3100.00.00;China;Auto parts;Manufacturing;TRUE;949;76.00.00;M;;
John Coates;3100.00.00;United Kingdom;Online gambling;Gambling & Casinos;TRUE;949;53.00.00;M;;
Ryan Cohen;3100.00.00;United States;Investments;Finance & Investments;TRUE;949;37.00.00;M;;
Deng Wen;3100.00.00;China;Flavorings;Food & Beverage;TRUE;949;55.00.00;M;;
Gurbachan Singh Dhingra;3100.00.00;India;Paints;Manufacturing;TRUE;949;72.00.00;M;;
Kuldip Singh Dhingra;3100.00.00;India;Paints;Manufacturing;TRUE;949;75.00.00;M;;
Martin Ebner;3100.00.00;Switzerland;Investments;Finance & Investments;TRUE;949;77.00.00;M;;
Charles Edelstenne;3100.00.00;France;Aviation;Manufacturing;TRUE;949;85.00.00;M;;
Sergei Gordeev;3100.00.00;Russia;Real estate;Real Estate;TRUE;949;50.00.00;M;;
Jeff T. Green;3100.00.00;United States;Digital advertising;Media & Entertainment;TRUE;949;46.00.00;M;;
Reed Hastings;3100.00.00;United States;Netflix;Technology;TRUE;949;62.00.00;M;CEO;
Bertil Hult;3100.00.00;Switzerland;Education;Service;TRUE;949;82.00.00;M;;
Miguel Krigsner;3100.00.00;Brazil;Cosmetics;Fashion & Retail;TRUE;949;73.00.00;M;;
Kuok Khoon Hong;3100.00.00;Singapore;Palm oil;Manufacturing;FALSE;949;73.00.00;M;;
Aerin Lauder;3100.00.00;United States;Estee Lauder;Fashion & Retail;FALSE;949;52.00.00;F;;
Sheldon Lavin;3100.00.00;United States;Meat processing;Food & Beverage;TRUE;949;90.00.00;M;;
Yin Yee Lee;3100.00.00;Hong Kong;Glass;Manufacturing;TRUE;949;71.00.00;M;;
Vladimir Litvinenko & family;3100.00.00;Russia;Chemical industry;Manufacturing;TRUE;949;67.00.00;M;;
Daniel Mate;3100.00.00;Switzerland;Mining, commodities;Metals & Mining;TRUE;949;59.00.00;M;;
Ravi Modi;3100.00.00;India;Readymade garments;Fashion & Retail;TRUE;949;46.00.00;M;;
Farhad Moshiri;3100.00.00;Monaco;Diversified;Diversified;TRUE;949;67.00.00;M;;
Jonathan Nelson;3100.00.00;United States;Private equity;Finance & Investments;TRUE;949;66.00.00;M;Executive Chairman ;
Or Wai Sheun;3100.00.00;Hong Kong;Real estate;Real Estate;TRUE;949;71.00.00;M;;
Katharina Otto-Bernstein;3100.00.00;United States;Real estate;Real Estate;FALSE;949;59.00.00;F;;
Sergei Popov;3100.00.00;Switzerland;Banking;Finance & Investments;TRUE;949;51.00.00;M;;
Penny Pritzker;3100.00.00;United States;Hotels, investments;Finance & Investments;FALSE;949;63.00.00;F;Cofounder;
Theodore Rachmat;3100.00.00;Indonesia;Diversified;Diversified;FALSE;949;79.00.00;M;;
Renzo Rosso & family;3100.00.00;Italy;Fashion;Fashion & Retail;TRUE;949;67.00.00;M;;
Friede Springer;3100.00.00;Germany;Publishing;Media & Entertainment;FALSE;949;80.00.00;F;;
Rita Tong Liu;3100.00.00;Hong Kong;Real estate;Real Estate;TRUE;949;74.00.00;F;;
Timur Turlov;3100.00.00;Kazakhstan;Stock brokerage;Finance & Investments;TRUE;949;35.00.00;M;;
Frank VanderSloot;3100.00.00;United States;Nutrition, wellness products;Fashion & Retail;TRUE;949;74.00.00;M;;
Yoo Jung-hyun;3100.00.00;South Korea;Online games;Media & Entertainment;TRUE;949;53.00.00;F;;
Abdulla bin Ahmad Al Ghurair & family;3000.00.00;United Arab Emirates;Diversified;Diversified;FALSE;982;;M;Athlete;
Semahat Sevim Arsel;3000.00.00;Turkey;Diversified;Diversified;FALSE;982;94.00.00;F;;
Nicolas Berggruen;3000.00.00;United States;Real estate, investments;Real Estate;FALSE;982;61.00.00;M;;
George Bishop;3000.00.00;United States;Oil & gas;Energy;TRUE;982;85.00.00;M;;
Norman Braman;3000.00.00;United States;Art, car dealerships;Automotive;TRUE;982;90.00.00;M;;
Eva Maria Bucher-Haefner;3000.00.00;Switzerland;Software, investments;Technology;FALSE;982;66.00.00;F;;
Cai Dongchen;3000.00.00;China;Pharmaceuticals;Healthcare;TRUE;982;70.00.00;M;;
Jean-Pierre Cayard;3000.00.00;France;Spirits;Food & Beverage;FALSE;982;80.00.00;M;;
Chan Tan Ching-fen;3000.00.00;Hong Kong;Real estate;Real Estate;FALSE;982;;F;;
Todd Christopher;3000.00.00;United States;Hair care products;Fashion & Retail;TRUE;982;60.00.00;M;;
Mang Yee Chu & family;3000.00.00;China;Real estate;Real Estate;TRUE;982;63.00.00;M;;
William Conway; Jr.;3000.00.00;United States;Private equity;Finance & Investments;TRUE;982;73.00.00;M;Co-Chief Executive Officer and Co-founder
Jean Coutu & family;3000.00.00;Canada;Drugstores;Fashion & Retail;TRUE;982;95.00.00;M;Chairman;
Catheline Perier D'Ieteren;3000.00.00;;Auto parts, distribution;Automotive;FALSE;982;78.00.00;F;;
Edward DeBartolo; Jr.;3000.00.00;United States;Shopping centers;Real Estate;FALSE;982;76.00.00;M;
Stephen Deckoff;3000.00.00;United States;Private equity;Finance & Investments;TRUE;982;57.00.00;M;;
Feng Hailiang;3000.00.00;China;Copper, education;Metals & Mining;TRUE;982;62.00.00;M;;
Ernest Garcia; II.;3000.00.00;United States;Used cars;Automotive;TRUE;982;65.00.00;M;
Sam Goi;3000.00.00;Singapore;Frozen foods;Food & Beverage;TRUE;982;76.00.00;M;;
Carlos Hank Rhon;3000.00.00;Mexico;Banking;Diversified;FALSE;982;75.00.00;M;;
Susan Carol Holland;3000.00.00;Italy;Hearing aids;Manufacturing;FALSE;982;66.00.00;F;;
Hui Ka Yan;3000.00.00;China;Real estate;Real Estate;TRUE;982;64.00.00;M;;
Vivek Jain;3000.00.00;India;Chemicals;Manufacturing;FALSE;982;67.00.00;M;;
